#,.PCD,v0.7,-,Point,Cloud,Data,file,format
VERSION,0.7
FIELDS,x,y,z,intensity,ring
SIZE,4,4,4,4,2
TYPE,F,F,F,F,U
COUNT,1,1,1,1,1
WIDTH,13592
HEIGHT,1
VIEWPOINT,0,0,0,1,0,0,0
POINTS,13592
DATA,ascii
1.4531522,-7.9020686,-2.1528571,7,0
1.6901246,-9.2178268,-2.1635792,8,1
2.0531819,-11.242153,-2.2213984,7,2
2.4191241,-13.285222,-2.1387722,9,3
2.4779308,-13.648714,-1.7032461,23,4
3.2605922,-18.013355,-1.6015739,34,5
3.2013817,-17.75696,-0.94560617,18,6
1.4006397,-7.9272394,-2.1569982,7,0
1.6243799,-9.2217245,-2.1617796,9,1
1.9779698,-11.263602,-2.2229249,9,2
2.3347714,-13.336403,-2.1444039,12,3
2.3873594,-13.693059,-1.7066585,18,4
3.0992751,-17.83153,-1.5834455,34,5
3.0862362,-17.811794,-0.94738561,27,6
1.3443869,-7.9232578,-2.1533747,6,0
1.5602719,-9.2248821,-2.1599801,9,1
1.9012457,-11.288753,-2.2252147,9,2
2.230489,-13.286142,-2.1337664,12,3
2.8373165,-16.955139,-2.1107774,6,4
2.9825714,-17.8999,-1.5876291,34,5
2.9228723,-17.598444,-0.93492961,18,6
2.9299495,-17.698381,-0.31313109,34,7
1.2930678,-7.9572396,-2.1601038,7,0
1.5001949,-9.2624807,-2.1662786,9,1
3.6856606,-22.806402,1.2107401,9,9
1.8211389,-11.293998,-2.2236881,9,2
3.654624,-22.689775,2.0106831,8,10
2.1367428,-13.295539,-2.1328278,17,3
3.6166563,-22.554327,2.8047013,4,11
2.7659721,-17.268549,-2.1473379,15,4
2.8198874,-17.684183,-1.5667117,33,5
2.7927308,-17.573053,-0.93252218,27,6
1.2345196,-7.9469824,-2.1549275,7,0
1.4354951,-9.272728,-2.1662786,9,1
1.7434436,-11.314198,-2.2252147,7,2
2.0450695,-13.317942,-2.1340792,20,3
2.6801822,-17.515059,-2.1756117,15,4
2.7583156,-18.089012,-1.6008766,34,5
2.7209299,-17.927811,-0.95031637,18,6
1.1807084,-7.9668727,-2.1580334,7,0
1.3684471,-9.2671013,-2.1626794,9,1
3.5293963,-23.929934,1.2676817,5,9
1.6698204,-11.349112,-2.229794,7,2
1.9512194,-13.310055,-2.1306376,33,3
1.9993323,-13.704922,-1.700565,9,4
2.6187825,-18.017132,-1.5928583,34,5
2.6125779,-18.040796,-0.95534068,27,6
1.1296945,-7.9976797,-2.1642449,7,0
1.3031636,-9.2607641,-2.1590803,8,1
1.5929979,-11.377991,-2.2332287,6,2
1.8517013,-13.276398,-2.1231289,21,3
2.6138196,-18.812651,-2.332092,12,4
2.5119026,-18.242603,-0.96507514,18,6
3.0757768,-22.424597,-0.39508757,36,7
1.0715222,-7.9881396,-2.1595864,6,0
1.2400291,-9.2812262,-2.1617796,9,1
4.1204782,-30.881563,1.6327773,23,9
1.5137019,-11.374948,-2.2305572,7,2
1.7579144,-13.263236,-2.1190615,14,3
2.4959102,-18.932781,-2.3447664,12,4
2.8743341,-21.891771,-1.9317199,34,5
2.3814576,-18.211748,-0.96256298,18,6
1.0163921,-7.9894977,-2.1580334,9,0
1.1763351,-9.2855844,-2.1608799,9,1
1.4347435,-11.389133,-2.2313204,7,2
1.6559354,-13.200706,-2.1071725,20,3
2.3693249,-18.995049,-2.3503723,20,4
2.7472236,-22.214052,-1.1730583,30,6
2.7501788,-22.366119,-0.39334235,36,7
0.9575851,-7.9831405,-2.1544099,6,0
1.1110154,-9.3034391,-2.1631293,10,1
1.3556612,-11.402771,-2.2320838,7,2
1.5669967,-13.259298,-2.1146812,20,3
2.3997147,-20.397087,-2.5217206,22,4
2.5821884,-22.181562,-1.1703368,30,6
2.5824573,-22.285454,-0.39159712,36,7
0.90377998,-8.0069075,-2.1590683,5,0
1.0453855,-9.3051596,-2.1617796,8,1
2.6689878,-23.832104,1.2567958,5,9
1.2744671,-11.416082,-2.232847,7,2
1.4652294,-13.187456,-2.1015408,19,3
2.2542083,-20.385721,-2.5183084,22,4
2.376878,-21.598608,-1.9010409,35,5
2.4237983,-22.16728,-1.1686621,50,6
2.4268126,-22.30294,-0.39159712,36,7
0.84948552,-8.0283918,-2.1632097,7,0
0.97876656,-9.2967262,-2.1581805,8,1
1.1942775,-11.401063,-2.2282674,9,2
1.3705182,-13.14997,-2.094032,27,3
2.1171486,-20.452301,-2.5246456,19,4
2.2158306,-21.515581,-1.8923255,35,5
2.268579,-22.141541,-1.1664639,40,6
2.2710524,-22.319338,-0.39159712,36,7
0.79329658,-8.0186081,-2.1590683,9,0
0.91584456,-9.3070517,-2.1590803,8,1
1.1157993,-11.420845,-2.2305572,9,2
